"NTEE","NTEE2","level1","level2","level3","level4","level5","level1.label","level2.label","level3.label","level4.label","level5.label","keywords"
"R62","PSB-R62-RG","PSB","Rxx","R6x","R62","RG","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Civil Liberties","Organizations that support the passage of legislation which assigns legal rights to the unborn and seeks to criminalize the termination of unwanted pregnancies.","Regular Nonprofit","Anti-Abortion, Fetal Rights, Pro-Life Advocacy"
"R63","PSB-R63-RG","PSB","Rxx","R6x","R63","RG","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Civil Liberties","Organizations that support the right of the press to freedom of expression without censorship or other restrictions by government and/or which support the right of the media to maintain confidential sources.","Regular Nonprofit","Anti-Censorship Advocacy, Censorship, Cyber-Liberties, Freedom of Speech, Free Speech, Freedom of the Press, Library Censorship"
"R65","PSB-R65-RG","PSB","Rxx","R6x","R65","RG","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Civil Liberties","Organizations that support the passage of legislation and other social measures that protect or extend the rights of individuals to conduct their lives according to the precepts of their faith.","Regular Nonprofit",""
"R67","PSB-R67-RG","PSB","Rxx","R6x","R67","RG","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Civil Liberties","Organizations that support the right of people who may be terminally ill to end their own lives in a planned manner either by active means or by the removal of life-support systems.","Regular Nonprofit","Assisted Suicide, Death with Dignity, Do Not Resuscitate Orders, Doctor Assisted Death, Doctor Assisted Suicide, Euthanasia, Hemlock Society, Living Wills, Mercy Killings, Physician Assisted Death, Physician Assisted Suicide, Rationale Suicide, Right to Die"
"R99","PSB-R99-RG","PSB","Rxx","R9x","R99","RG","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Civil Rights, Social Action & Advocacy N.E.C.","Use this code for organizations that clearly provide civil rights, social action or advocacy services where the major purpose is unclear enough that a more specific code cannot be accurately assigned.","Regular Nonprofit",""
"S01","PSB-S00-AA","PSB","Sxx","S0x","S00","AA","Public, Societal Benefit","Community Improvement & Capacity Building","Alliance/Advocacy Organization for a nonprofit in community improvement & capacity building.","Alliance/Advocacy Organization for a nonprofit in community improvement & capacity building.","Alliance/Advocacy Organization","Lobbying, Public Awareness"
"S0120","PSB-S20-AA","PSB","Sxx","S2x","S20","AA","Public, Societal Benefit","Community Improvement & Capacity Building","Alliance/Advocacy Organization for a nonprofit in community improvement & capacity building.","Organizations that focus broadly on strengthening, unifying and building the economic, cultural, educational and social services of an urban community or neighborhood. Use this code for community and neighborhood improvement organizations other than those specified below.","Alliance/Advocacy Organization",NA
"S0121","PSB-S21-AA","PSB","Sxx","S2x","S21","AA","Public, Societal Benefit","Community Improvement & Capacity Building","Alliance/Advocacy Organization for a nonprofit in community improvement & capacity building.","Organizations that are designed to increase citizen participation in local policy issues and thereby improve the overall quality of life in a particular state or community.","Alliance/Advocacy Organization",NA
"S0122","PSB-S22-AA","PSB","Sxx","S2x","S22","AA","Public, Societal Benefit","Community Improvement & Capacity Building","Alliance/Advocacy Organization for a nonprofit in community improvement & capacity building.","Organizations whose members are residents of a particular community or neighborhood who have joined together to remedy deficiencies in existing neighborhood conditions or to enhance conditions that are currently satisfactory.","Alliance/Advocacy Organization",NA
"S0130","PSB-S30-AA","PSB","Sxx","S3x","S30","AA","Public, Societal Benefit","Community Improvement & Capacity Building","Alliance/Advocacy Organization for a nonprofit in community improvement & capacity building.","Organizations whose primary purpose is to stimulate the economy, expand employment opportunities, encourage the establishment and growth of commerce and industry and otherwise enhance the economic development of the community.","Alliance/Advocacy Organization",NA
"S0141","PSB-S41-AA","PSB","Sxx","S4x","S41","AA","Public, Societal Benefit","Community Improvement & Capacity Building","Alliance/Advocacy Organization for a nonprofit in community improvement & capacity building.","Organizations like chambers of commerce, business leagues and commercial trade associations whose members are businessmen and women and merchants who have affiliated for the purpose of promoting the general commercial interests of the community or the interests of their own trade. \[Many of these are found in section 501(c)(6) business leagues; and 501(c)(6) chambers of commerce.\]","Alliance/Advocacy Organization",NA
"S0143","PSB-S43-AA","PSB","Sxx","S4x","S43","AA","Public, Societal Benefit","Community Improvement & Capacity Building","Alliance/Advocacy Organization for a nonprofit in community improvement & capacity building.","Organizations that provide technical assistance, venture capital, loans, loan guarantees or other forms of support for individuals or groups who want to establish or expand the operation of a small business enterprise or venture.","Alliance/Advocacy Organization",NA
